#Laenge L // Kopplungskonstante J // Beta // sweeps // drop // zwischenMessungen
35	1	0.439	50000	1000	10
40	1	0.424	50000	1000	10
40	1	0.425	50000	1000	10
40	1	0.426	50000	1000	10
40	1	0.427	50000	1000	10
40	1	0.428	50000	1000	10
40	1	0.429	50000	1000	10
40	1	0.43	50000	1000	10
40	1	0.431	50000	1000	10
40	1	0.432	50000	1000	10
40	1	0.433	50000	1000	10
40	1	0.434	50000	1000	10
40	1	0.435	50000	1000	10
40	1	0.436	50000	1000	10
40	1	0.437	50000	1000	10
40	1	0.438	50000	1000	10
40	1	0.439	50000	1000	10
50	1	0.424	50000	1000	10
50	1	0.425	50000	1000	10
50	1	0.426	50000	1000	10
50	1	0.427	50000	1000	10
50	1	0.428	50000	1000	10
50	1	0.429	50000	1000	10
50	1	0.43	50000	1000	10
50	1	0.431	50000	1000	10
50	1	0.432	50000	1000	10
50	1	0.433	50000	1000	10
50	1	0.434	50000	1000	10
50	1	0.435	50000	1000	10
50	1	0.436	50000	1000	10
50	1	0.437	50000	1000	10
50	1	0.438	50000	1000	10
50	1	0.439	50000	1000	10
60	1	0.424	50000	1000	10
60	1	0.425	50000	1000	10
60	1	0.426	50000	1000	10
60	1	0.427	50000	1000	10
60	1	0.428	50000	1000	10
60	1	0.429	50000	1000	10
60	1	0.43	50000	1000	10
60	1	0.431	50000	1000	10
60	1	0.432	50000	1000	10
60	1	0.433	50000	1000	10
60	1	0.434	50000	1000	10
60	1	0.435	50000	1000	10
60	1	0.436	50000	1000	10
60	1	0.437	50000	1000	10
60	1	0.438	50000	1000	10
60	1	0.439	50000	1000	10
70	1	0.424	50000	1000	10
70	1	0.425	50000	1000	10
70	1	0.426	50000	1000	10
70	1	0.427	50000	1000	10
70	1	0.428	50000	1000	10
70	1	0.429	50000	1000	10
70	1	0.43	50000	1000	10
70	1	0.431	50000	1000	10
70	1	0.432	50000	1000	10
70	1	0.433	50000	1000	10
70	1	0.434	50000	1000	10
70	1	0.435	50000	1000	10
70	1	0.436	50000	1000	10
70	1	0.437	50000	1000	10
70	1	0.438	50000	1000	10
70	1	0.439	50000	1000	10
80	1	0.424	50000	1000	10
80	1	0.425	50000	1000	10
80	1	0.426	50000	1000	10
80	1	0.427	50000	1000	10
80	1	0.428	50000	1000	10
80	1	0.429	50000	1000	10
80	1	0.43	50000	1000	10
80	1	0.431	50000	1000	10
80	1	0.432	50000	1000	10
80	1	0.433	50000	1000	10
80	1	0.434	50000	1000	10
80	1	0.435	50000	1000	10
80	1	0.436	50000	1000	10
80	1	0.437	50000	1000	10
80	1	0.438	50000	1000	10
80	1	0.439	50000	1000	10
90	1	0.424	50000	1000	10
90	1	0.425	50000	1000	10
90	1	0.426	50000	1000	10
90	1	0.427	50000	1000	10
90	1	0.428	50000	1000	10
90	1	0.429	50000	1000	10
90	1	0.43	50000	1000	10
90	1	0.431	50000	1000	10
90	1	0.432	50000	1000	10
90	1	0.433	50000	1000	10
90	1	0.434	50000	1000	10
90	1	0.435	50000	1000	10
90	1	0.436	50000	1000	10
90	1	0.437	50000	1000	10
90	1	0.438	50000	1000	10
90	1	0.439	50000	1000	10
100	1	0.424	50000	1000	10
100	1	0.425	50000	1000	10
100	1	0.426	50000	1000	10
100	1	0.427	50000	1000	10
100	1	0.428	50000	1000	10
100	1	0.429	50000	1000	10
100	1	0.43	50000	1000	10
100	1	0.431	50000	1000	10
100	1	0.432	50000	1000	10
100	1	0.433	50000	1000	10
100	1	0.434	50000	1000	10
100	1	0.435	50000	1000	10
100	1	0.436	50000	1000	10
100	1	0.437	50000	1000	10
100	1	0.438	50000	1000	10
100	1	0.439	50000	1000	10
120	1	0.424	50000	1000	10
120	1	0.425	50000	1000	10
120	1	0.426	50000	1000	10
120	1	0.427	50000	1000	10
120	1	0.428	50000	1000	10
120	1	0.429	50000	1000	10
120	1	0.43	50000	1000	10
120	1	0.431	50000	1000	10
120	1	0.432	50000	1000	10
120	1	0.433	50000	1000	10
120	1	0.434	50000	1000	10
120	1	0.435	50000	1000	10
120	1	0.436	50000	1000	10
120	1	0.437	50000	1000	10
120	1	0.438	50000	1000	10
120	1	0.439	50000	1000	10
150	1	0.424	50000	1000	10
150	1	0.425	50000	1000	10
150	1	0.426	50000	1000	10
150	1	0.427	50000	1000	10
150	1	0.428	50000	1000	10
150	1	0.429	50000	1000	10
150	1	0.43	50000	1000	10
150	1	0.431	50000	1000	10
150	1	0.432	50000	1000	10
150	1	0.433	50000	1000	10
150	1	0.434	50000	1000	10
150	1	0.435	50000	1000	10
150	1	0.436	50000	1000	10
150	1	0.437	50000	1000	10
150	1	0.438	50000	1000	10
150	1	0.439	50000	1000	10
